,TBL,TMS,DFY
1998-08-31,4.77,0.28,0.62
1998-09-01,4.79,0.26,0.69
1998-09-02,4.78,0.32,0.69
1998-09-03,4.71,0.32,0.69
1998-09-04,4.74,0.28,0.69
1998-09-07,4.74,0.28,0.69
1998-09-08,4.74,0.3,0.69
1998-09-09,4.76,0.19,0.69
1998-09-10,4.66,0.1,0.69
1998-09-11,4.75,0.1,0.69
1998-09-14,4.72,0.15,0.69
1998-09-15,4.67,0.23,0.69
1998-09-16,4.62,0.26,0.69
1998-09-17,4.58,0.22,0.69
1998-09-18,4.51,0.19,0.69
1998-09-21,4.56,0.13,0.69
1998-09-22,4.69,0.04,0.69
1998-09-23,4.55,0.14,0.69
1998-09-24,4.44,0.2,0.69
1998-09-25,4.41,0.19,0.69
1998-09-28,4.36,0.25,0.69
1998-09-29,4.43,0.16,0.69
1998-09-30,4.26,0.18,0.69
1998-10-01,4.13,0.2,0.81
1998-10-02,4.12,0.19,0.81
1998-10-05,4.06,0.1,0.81
1998-10-06,4.08,0.16,0.81
1998-10-07,4.05,0.29,0.81
1998-10-08,3.8,0.76,0.81
1998-10-09,3.79,0.98,0.81
1998-10-12,3.79,0.98,0.81
1998-10-13,3.8,0.93,0.81
1998-10-14,3.93,0.65,0.81
1998-10-15,4.05,0.53,0.81
1998-10-16,3.56,0.88,0.81
1998-10-19,3.71,0.76,0.81
1998-10-20,3.86,0.71,0.81
1998-10-21,3.91,0.68,0.81
1998-10-22,3.88,0.74,0.81
1998-10-23,3.87,0.83,0.81
1998-10-26,4.0,0.73,0.81
1998-10-27,3.96,0.67,0.81
1998-10-28,4.18,0.42,0.81
1998-10-29,4.22,0.32,0.81
1998-10-30,4.23,0.41,0.81
1998-11-01,4.23,0.41,0.93
1998-11-02,4.31,0.46,0.93
1998-11-03,4.39,0.39,0.93
1998-11-04,4.45,0.38,0.93
1998-11-05,4.47,0.35,0.93
1998-11-06,4.52,0.41,0.93
1998-11-09,4.52,0.36,0.93
1998-11-10,4.43,0.38,0.93
1998-11-11,4.43,0.38,0.93
1998-11-12,4.37,0.4,0.93
1998-11-13,4.36,0.46,0.93
1998-11-16,4.41,0.44,0.93
1998-11-17,4.31,0.56,0.93
1998-11-18,4.33,0.52,0.93
1998-11-19,4.35,0.5,0.93
1998-11-20,4.35,0.47,0.93
1998-11-23,4.48,0.36,0.93
1998-11-24,4.51,0.34,0.93
1998-11-25,4.46,0.37,0.93
1998-11-26,4.46,0.37,0.93
1998-11-27,4.44,0.37,0.93
1998-11-30,4.42,0.32,0.93
1998-12-01,4.38,0.29,1.01
1998-12-02,4.37,0.22,1.01
1998-12-03,4.34,0.24,1.01
1998-12-04,4.37,0.25,1.01
1998-12-07,4.4,0.29,1.01
1998-12-08,4.32,0.28,1.01
1998-12-09,4.32,0.24,1.01
1998-12-10,4.37,0.16,1.01
1998-12-11,4.39,0.22,1.01
1998-12-14,4.4,0.18,1.01
1998-12-15,4.38,0.24,1.01
1998-12-16,4.35,0.23,1.01
1998-12-17,4.35,0.23,1.01
1998-12-18,4.38,0.2,1.01
1998-12-21,4.42,0.22,1.01
1998-12-22,4.39,0.31,1.01
1998-12-23,4.47,0.34,1.01
1998-12-24,4.46,0.4,1.01
1998-12-25,4.46,0.4,1.01
1998-12-28,4.45,0.33,1.01
1998-12-29,4.48,0.23,1.01
1998-12-30,4.44,0.21,1.01
1998-12-31,4.37,0.28,1.01
1999-01-01,4.37,0.28,1.05
1999-01-04,4.38,0.31,1.05
1999-01-05,4.37,0.37,1.05
1999-01-06,4.36,0.37,1.05
1999-01-07,4.33,0.44,1.05
1999-01-08,4.37,0.49,1.05
1999-01-11,4.39,0.51,1.05
1999-01-12,4.37,0.45,1.05
1999-01-13,4.34,0.4,1.05
1999-01-14,4.33,0.3,1.05
1999-01-15,4.33,0.33,1.05
1999-01-18,4.33,0.33,1.05
1999-01-19,4.29,0.42,1.05
1999-01-20,4.26,0.5,1.05
1999-01-21,4.22,0.48,1.05
1999-01-22,4.26,0.38,1.05
1999-01-25,4.31,0.36,1.05
1999-01-26,4.35,0.34,1.05
1999-01-27,4.36,0.32,1.05
1999-01-28,4.38,0.29,1.05
1999-01-29,4.37,0.29,1.05
1999-02-01,4.42,0.33,0.99
1999-02-02,4.42,0.37,0.99
1999-02-03,4.37,0.46,0.99
1999-02-04,4.38,0.51,0.99
1999-02-05,4.39,0.55,0.99
1999-02-08,4.4,0.54,0.99
1999-02-09,4.42,0.49,0.99
1999-02-10,4.37,0.53,0.99
1999-02-11,4.39,0.54,0.99
1999-02-12,4.43,0.63,0.99
1999-02-15,4.43,0.63,0.99
1999-02-16,4.41,0.62,0.99
1999-02-17,4.41,0.57,0.99
1999-02-18,4.42,0.62,0.99
1999-02-19,4.45,0.62,0.99
1999-02-22,4.5,0.53,0.99
1999-02-23,4.54,0.56,0.99
1999-02-24,4.55,0.63,0.99
1999-02-25,4.51,0.81,0.99
1999-02-26,4.55,0.74,0.99
1999-03-01,4.58,0.82,0.91
1999-03-02,4.53,0.82,0.91
1999-03-03,4.49,0.9,0.91
1999-03-04,4.49,0.92,0.91
1999-03-05,4.5,0.84,0.91
1999-03-08,4.51,0.78,0.91
1999-03-09,4.47,0.71,0.91
1999-03-10,4.47,0.73,0.91
1999-03-11,4.49,0.72,0.91
1999-03-12,4.47,0.69,0.91
1999-03-15,4.46,0.69,0.91
1999-03-16,4.43,0.68,0.91
1999-03-17,4.41,0.73,0.91
1999-03-18,4.39,0.72,0.91
1999-03-19,4.39,0.78,0.91
1999-03-22,4.4,0.81,0.91
1999-03-23,4.38,0.82,0.91
1999-03-24,4.38,0.79,0.91
1999-03-25,4.39,0.82,0.91
1999-03-26,4.39,0.82,0.91
1999-03-29,4.39,0.89,0.91
1999-03-30,4.36,0.85,0.91
1999-03-31,4.37,0.88,0.91
1999-04-01,4.32,0.95,0.84
1999-04-02,4.31,0.89,0.84
1999-04-05,4.29,0.91,0.84
1999-04-06,4.3,0.83,0.84
1999-04-07,4.3,0.84,0.84
1999-04-08,4.28,0.75,0.84
1999-04-09,4.3,0.75,0.84
1999-04-12,4.22,0.84,0.84
1999-04-13,4.2,0.92,0.84
1999-04-14,4.18,0.95,0.84
1999-04-15,4.2,0.98,0.84
1999-04-16,4.22,1.01,0.84
1999-04-19,4.22,0.96,0.84
1999-04-20,4.26,0.9,0.84
1999-04-21,4.24,0.93,0.84
1999-04-22,4.28,0.97,0.84
1999-04-23,4.31,0.95,0.84
1999-04-26,4.35,0.88,0.84
1999-04-27,4.38,0.84,0.84
1999-04-28,4.39,0.88,0.84
1999-04-29,4.39,0.83,0.84
1999-04-30,4.43,0.93,0.84
1999-05-01,4.43,0.93,0.79
1999-05-03,4.47,0.91,0.79
1999-05-04,4.5,0.92,0.79
1999-05-05,4.48,0.92,0.79
1999-05-06,4.49,1.03,0.79
1999-05-07,4.49,1.05,0.79
1999-05-10,4.47,1.07,0.79
1999-05-11,4.49,1.1,0.79
1999-05-12,4.47,1.04,0.79
1999-05-13,4.46,0.95,0.79
1999-05-14,4.51,1.11,0.79
1999-05-17,4.55,1.11,0.79
1999-05-18,4.53,1.15,0.79
1999-05-19,4.5,1.1,0.79
1999-05-20,4.48,1.12,0.79
1999-05-21,4.48,1.04,0.79
1999-05-24,4.51,0.99,0.79
1999-05-25,4.51,0.98,0.79
1999-05-26,4.53,1.02,0.79
1999-05-27,4.52,1.1,0.79
1999-05-28,4.53,1.11,0.79
1999-05-31,4.53,1.11,0.79
1999-06-01,4.56,1.22,0.79
1999-06-02,4.61,1.19,0.79
1999-06-03,4.52,1.28,0.79
1999-06-04,4.44,1.38,0.79
1999-06-07,4.4,1.41,0.79
1999-06-08,4.49,1.34,0.79
1999-06-09,4.47,1.4,0.79
1999-06-10,4.54,1.38,0.79
1999-06-11,4.6,1.42,0.79
1999-06-14,4.57,1.41,0.79
1999-06-15,4.61,1.37,0.79
1999-06-16,4.54,1.4,0.79
1999-06-17,4.51,1.28,0.79
1999-06-18,4.55,1.29,0.79
1999-06-21,4.57,1.33,0.79
1999-06-22,4.6,1.34,0.79
1999-06-23,4.6,1.4,0.79
1999-06-24,4.6,1.45,0.79
1999-06-25,4.66,1.36,0.79
1999-06-28,4.68,1.28,0.79
1999-06-29,4.7,1.23,0.79
1999-06-30,4.65,1.16,0.79
1999-07-01,4.55,1.3,0.76
1999-07-02,4.55,1.27,0.76
1999-07-05,4.55,1.27,0.76
1999-07-06,4.53,1.35,0.76
1999-07-07,4.54,1.38,0.76
1999-07-08,4.55,1.3,0.76
1999-07-09,4.56,1.28,0.76
1999-07-12,4.57,1.17,0.76
1999-07-13,4.58,1.13,0.76
1999-07-14,4.59,1.15,0.76
1999-07-15,4.57,1.15,0.76
1999-07-16,4.55,1.13,0.76
1999-07-19,4.52,1.14,0.76
1999-07-20,4.51,1.14,0.76
1999-07-21,4.46,1.2,0.76
1999-07-22,4.48,1.3,0.76
1999-07-23,4.52,1.32,0.76
1999-07-26,4.58,1.28,0.76
1999-07-27,4.57,1.25,0.76
1999-07-28,4.58,1.23,0.76
1999-07-29,4.59,1.29,0.76
1999-07-30,4.62,1.3,0.76
1999-08-01,4.62,1.3,0.75
1999-08-02,4.65,1.27,0.75
1999-08-03,4.7,1.25,0.75
1999-08-04,4.65,1.31,0.75
1999-08-05,4.61,1.27,0.75
1999-08-06,4.66,1.36,0.75
1999-08-09,4.76,1.37,0.75
1999-08-10,4.81,1.35,0.75
1999-08-11,4.77,1.28,0.75
1999-08-12,4.66,1.42,0.75
1999-08-13,4.6,1.38,0.75
1999-08-16,4.62,1.36,0.75
1999-08-17,4.69,1.2,0.75
1999-08-18,4.63,1.25,0.75
1999-08-19,4.62,1.28,0.75
1999-08-20,4.7,1.18,0.75
1999-08-23,4.78,1.11,0.75
1999-08-24,4.85,1.0,0.75
1999-08-25,4.79,0.94,0.75
1999-08-26,4.79,0.96,0.75
1999-08-27,4.84,1.01,0.75
1999-08-30,4.85,1.1,0.75
1999-08-31,4.84,1.14,0.75
1999-09-01,4.83,1.16,0.81
1999-09-02,4.78,1.25,0.81
1999-09-03,4.78,1.11,0.81
1999-09-06,4.78,1.11,0.81
1999-09-07,4.69,1.26,0.81
1999-09-08,4.69,1.24,0.81
1999-09-09,4.68,1.29,0.81
1999-09-10,4.62,1.27,0.81
1999-09-13,4.64,1.28,0.81
1999-09-14,4.69,1.27,0.81
1999-09-15,4.62,1.32,0.81
1999-09-16,4.57,1.33,0.81
1999-09-17,4.54,1.33,0.81
1999-09-20,4.56,1.35,0.81
1999-09-21,4.66,1.28,0.81
1999-09-22,4.69,1.23,0.81
1999-09-23,4.69,1.18,0.81
1999-09-24,4.65,1.1,0.81
1999-09-27,4.68,1.15,0.81
1999-09-28,4.71,1.18,0.81
1999-09-29,4.69,1.28,0.81
1999-09-30,4.74,1.16,0.81
1999-10-01,4.74,1.26,0.83
1999-10-04,4.69,1.26,0.83
1999-10-05,4.72,1.3,0.83
1999-10-06,4.68,1.36,0.83
1999-10-07,4.7,1.35,0.83
1999-10-08,4.68,1.36,0.83
1999-10-11,4.68,1.36,0.83
1999-10-12,4.73,1.34,0.83
1999-10-13,4.84,1.28,0.83
1999-10-14,4.88,1.29,0.83
1999-10-15,4.9,1.19,0.83
1999-10-18,4.94,1.18,0.83
1999-10-19,5.0,1.18,0.83
1999-10-20,5.0,1.19,0.83
1999-10-21,4.99,1.21,0.83
1999-10-22,4.92,1.29,0.83
1999-10-25,4.89,1.33,0.83
1999-10-26,5.0,1.24,0.83
1999-10-27,4.99,1.2,0.83
1999-10-28,4.96,1.16,0.83
1999-10-29,4.97,1.05,0.83
1999-11-01,4.98,1.08,0.79
1999-11-02,4.99,1.05,0.79
1999-11-03,4.97,1.04,0.79
1999-11-04,4.95,1.0,0.79
1999-11-05,4.99,0.93,0.79
1999-11-08,5.04,0.91,0.79
1999-11-09,5.04,0.93,0.79
1999-11-10,5.05,0.95,0.79
1999-11-11,5.05,0.95,0.79
1999-11-12,5.08,0.85,0.79
1999-11-15,5.12,0.82,0.79
1999-11-16,5.14,0.83,0.79
1999-11-17,5.09,0.95,0.79
1999-11-18,5.08,0.98,0.79
1999-11-19,5.08,0.99,0.79
1999-11-22,5.08,1.01,0.79
1999-11-23,5.13,0.95,0.79
1999-11-24,5.14,0.95,0.79
1999-11-25,5.14,0.95,0.79
1999-11-26,5.14,0.98,0.79
1999-11-29,5.17,1.04,0.79
1999-11-30,5.15,1.03,0.79
1999-12-01,5.12,1.09,0.64
1999-12-02,5.1,1.14,0.64
1999-12-03,5.1,1.07,0.64
1999-12-06,5.09,1.07,0.64
1999-12-07,5.07,1.04,0.64
1999-12-08,5.07,1.08,0.64
1999-12-09,5.1,1.04,0.64
1999-12-10,5.14,0.94,0.64
1999-12-13,5.22,0.89,0.64
1999-12-14,5.23,0.99,0.64
1999-12-15,5.19,1.06,0.64
1999-12-16,5.23,1.08,0.64
1999-12-17,5.28,1.02,0.64
1999-12-20,5.39,0.97,0.64
1999-12-21,5.42,0.96,0.64
1999-12-22,5.39,1.0,0.64
1999-12-23,5.31,1.1,0.64
1999-12-24,5.31,1.1,0.64
1999-12-27,5.3,1.1,0.64
1999-12-28,5.25,1.18,0.64
1999-12-29,5.08,1.32,0.64
1999-12-30,5.07,1.32,0.64
1999-12-31,5.17,1.28,0.64
2000-01-01,5.17,1.28,0.55
2000-01-03,5.27,1.31,0.55
2000-01-04,5.27,1.22,0.55
2000-01-05,5.28,1.34,0.55
2000-01-06,5.25,1.32,0.55
2000-01-07,5.22,1.3,0.55
2000-01-10,5.24,1.33,0.55
2000-01-11,5.27,1.4,0.55
2000-01-12,5.29,1.43,0.55
2000-01-13,5.25,1.38,0.55
2000-01-14,5.25,1.44,0.55
2000-01-17,5.25,1.44,0.55
2000-01-18,5.24,1.51,0.55
2000-01-19,5.35,1.38,0.55
2000-01-20,5.32,1.47,0.55
2000-01-21,5.31,1.48,0.55
2000-01-24,5.32,1.37,0.55
2000-01-25,5.4,1.3,0.55
2000-01-26,5.41,1.28,0.55
2000-01-27,5.42,1.26,0.55
2000-01-28,5.48,1.18,0.55
2000-01-31,5.53,1.15,0.55
2000-02-01,5.54,1.08,0.61
2000-02-02,5.49,1.11,0.61
2000-02-03,5.46,1.03,0.61
2000-02-04,5.5,1.03,0.61
2000-02-07,5.47,1.17,0.61
2000-02-08,5.52,1.07,0.61
2000-02-09,5.49,1.07,0.61
2000-02-10,5.5,1.17,0.61
2000-02-11,5.49,1.14,0.61
2000-02-14,5.47,1.09,0.61
2000-02-15,5.58,0.98,0.61
2000-02-16,5.56,1.0,0.61
2000-02-17,5.57,1.01,0.61
2000-02-18,5.58,0.91,0.61
2000-02-21,5.58,0.91,0.61
2000-02-22,5.6,0.76,0.61
2000-02-23,5.64,0.8,0.61
2000-02-24,5.63,0.73,0.61
2000-02-25,5.62,0.74,0.61
2000-02-28,5.63,0.74,0.61
2000-02-29,5.62,0.8,0.61
2000-03-01,5.6,0.79,0.69
2000-03-02,5.6,0.8,0.69
2000-03-03,5.63,0.76,0.69
2000-03-06,5.66,0.76,0.69
2000-03-07,5.67,0.72,0.69
2000-03-08,5.67,0.71,0.69
2000-03-09,5.66,0.69,0.69
2000-03-10,5.7,0.69,0.69
2000-03-13,5.71,0.65,0.69
2000-03-14,5.71,0.6,0.69
2000-03-15,5.69,0.6,0.69
2000-03-16,5.7,0.56,0.69
2000-03-17,5.72,0.48,0.69
2000-03-20,5.74,0.44,0.69
2000-03-21,5.74,0.39,0.69
2000-03-22,5.74,0.39,0.69
2000-03-23,5.73,0.35,0.69
2000-03-24,5.74,0.46,0.69
2000-03-27,5.69,0.52,0.69
2000-03-28,5.72,0.45,0.69
2000-03-29,5.73,0.45,0.69
2000-03-30,5.71,0.35,0.69
2000-03-31,5.72,0.31,0.69
2000-04-01,5.72,0.31,0.76
2000-04-03,5.69,0.31,0.76
2000-04-04,5.67,0.23,0.76
2000-04-05,5.7,0.2,0.76
2000-04-06,5.72,0.21,0.76
2000-04-07,5.73,0.13,0.76
2000-04-10,5.7,0.1,0.76
2000-04-11,5.67,0.22,0.76
2000-04-12,5.67,0.3,0.76
2000-04-13,5.65,0.29,0.76
2000-04-14,5.65,0.2,0.76
2000-04-17,5.65,0.36,0.76
2000-04-18,5.65,0.4,0.76
2000-04-19,5.65,0.34,0.76
2000-04-20,5.63,0.36,0.76
2000-04-21,5.63,0.36,0.76
2000-04-24,5.61,0.39,0.76
2000-04-25,5.63,0.51,0.76
2000-04-26,5.59,0.55,0.76
2000-04-27,5.59,0.64,0.76
2000-04-28,5.66,0.57,0.76
2000-05-01,5.67,0.62,0.91
2000-05-02,5.75,0.57,0.91
2000-05-03,5.74,0.66,0.91
2000-05-04,5.73,0.73,0.91
2000-05-05,5.79,0.72,0.91
2000-05-08,5.87,0.7,0.91
2000-05-09,5.96,0.57,0.91
2000-05-10,5.96,0.51,0.91
2000-05-11,5.96,0.47,0.91
2000-05-12,5.96,0.55,0.91
2000-05-15,5.94,0.53,0.91
2000-05-16,6.02,0.41,0.91
2000-05-17,5.88,0.6,0.91
2000-05-18,5.75,0.81,0.91
2000-05-19,5.71,0.8,0.91
2000-05-22,5.71,0.73,0.91
2000-05-23,5.84,0.61,0.91
2000-05-24,5.75,0.72,0.91
2000-05-25,5.68,0.71,0.91
2000-05-26,5.65,0.68,0.91
2000-05-29,5.65,0.68,0.91
2000-05-30,5.6,0.78,0.91
2000-05-31,5.48,0.81,0.91
2000-06-01,5.57,0.63,0.81
2000-06-02,5.7,0.45,0.81
2000-06-05,5.72,0.4,0.81
2000-06-06,5.82,0.32,0.81
2000-06-07,5.75,0.38,0.81
2000-06-08,5.74,0.39,0.81
2000-06-09,5.75,0.38,0.81
2000-06-12,5.69,0.4,0.81
2000-06-13,5.72,0.39,0.81
2000-06-14,5.66,0.4,0.81
2000-06-15,5.67,0.38,0.81
2000-06-16,5.66,0.33,0.81
2000-06-19,5.64,0.36,0.81
2000-06-20,5.63,0.4,0.81
2000-06-21,5.65,0.46,0.81
2000-06-22,5.67,0.45,0.81
2000-06-23,5.69,0.5,0.81
2000-06-26,5.66,0.45,0.81
2000-06-27,5.67,0.43,0.81
2000-06-28,5.65,0.46,0.81
2000-06-29,5.68,0.36,0.81
2000-06-30,5.71,0.32,0.81
2000-07-01,5.71,0.32,0.7
2000-07-03,5.75,0.25,0.7
2000-07-04,5.75,0.25,0.7
2000-07-05,5.82,0.17,0.7
2000-07-06,5.85,0.2,0.7
2000-07-07,5.87,0.14,0.7
2000-07-10,5.9,0.14,0.7
2000-07-11,5.93,0.13,0.7
2000-07-12,5.99,0.1,0.7
2000-07-13,6.0,0.01,0.7
2000-07-14,5.99,0.11,0.7
2000-07-17,5.98,0.19,0.7
2000-07-18,5.98,0.18,0.7
2000-07-19,6.0,0.16,0.7
2000-07-20,6.0,0.01,0.7
2000-07-21,5.95,0.06,0.7
2000-07-24,5.98,0.06,0.7
2000-07-25,6.02,0.02,0.7
2000-07-26,6.0,0.04,0.7
2000-07-27,6.04,-0.02,0.7
2000-07-28,6.02,0.02,0.7
2000-07-31,6.03,0.01,0.7
2000-08-01,6.07,-0.07,0.71
2000-08-02,6.07,-0.09,0.71
2000-08-03,6.05,-0.1,0.71
2000-08-04,6.05,-0.14,0.71
2000-08-07,6.06,-0.09,0.71
2000-08-08,6.08,-0.15,0.71
2000-08-09,6.07,-0.26,0.71
2000-08-10,6.07,-0.31,0.71
2000-08-11,6.11,-0.32,0.71
2000-08-14,6.09,-0.31,0.71
2000-08-15,6.1,-0.29,0.71
2000-08-16,6.09,-0.26,0.71
2000-08-17,6.09,-0.28,0.71
2000-08-18,6.09,-0.31,0.71
2000-08-21,6.09,-0.3,0.71
2000-08-22,6.1,-0.32,0.71
2000-08-23,6.11,-0.38,0.71
2000-08-24,6.11,-0.38,0.71
2000-08-25,6.13,-0.4,0.71
2000-08-28,6.14,-0.36,0.71
2000-08-29,6.13,-0.32,0.71
2000-08-30,6.14,-0.33,0.71
2000-08-31,6.13,-0.4,0.71
2000-09-01,6.09,-0.41,0.73
2000-09-04,6.09,-0.41,0.73
2000-09-05,6.07,-0.38,0.73
2000-09-06,6.03,-0.31,0.73
2000-09-07,6.02,-0.26,0.73
2000-09-08,5.97,-0.24,0.73
2000-09-11,5.95,-0.18,0.73
2000-09-12,5.92,-0.14,0.73
2000-09-13,5.92,-0.18,0.73
2000-09-14,5.97,-0.18,0.73
2000-09-15,5.97,-0.13,0.73
2000-09-18,5.97,-0.09,0.73
2000-09-19,5.99,-0.13,0.73
2000-09-20,5.98,-0.07,0.73
2000-09-21,5.98,-0.1,0.73
2000-09-22,5.99,-0.14,0.73
2000-09-25,5.99,-0.15,0.73
2000-09-26,6.0,-0.19,0.73
2000-09-27,6.02,-0.19,0.73
2000-09-28,6.07,-0.25,0.73
2000-09-29,6.05,-0.25,0.73
2000-10-01,6.05,-0.25,0.79
2000-10-02,6.03,-0.2,0.79
2000-10-03,6.06,-0.19,0.79
2000-10-04,6.06,-0.16,0.79
2000-10-05,6.07,-0.2,0.79
2000-10-06,6.06,-0.24,0.79
2000-10-09,6.06,-0.24,0.79
2000-10-10,6.05,-0.25,0.79
2000-10-11,6.05,-0.28,0.79
2000-10-12,6.01,-0.28,0.79
2000-10-13,6.02,-0.29,0.79
2000-10-16,6.06,-0.32,0.79
2000-10-17,6.12,-0.44,0.79
2000-10-18,6.12,-0.46,0.79
2000-10-19,6.14,-0.48,0.79
2000-10-20,6.13,-0.49,0.79
2000-10-23,6.16,-0.57,0.79
2000-10-24,6.17,-0.54,0.79
2000-10-25,6.2,-0.53,0.79
2000-10-26,6.18,-0.49,0.79
2000-10-27,6.17,-0.45,0.79
2000-10-30,6.19,-0.45,0.79
2000-10-31,6.19,-0.42,0.79
2000-11-01,6.18,-0.44,0.83
2000-11-02,6.19,-0.45,0.83
2000-11-03,6.2,-0.37,0.83
2000-11-06,6.24,-0.37,0.83
2000-11-07,6.23,-0.36,0.83
2000-11-08,6.22,-0.35,0.83
2000-11-09,6.21,-0.39,0.83
2000-11-10,6.19,-0.37,0.83
2000-11-13,6.19,-0.42,0.83
2000-11-14,6.18,-0.42,0.83
2000-11-15,6.19,-0.47,0.83
2000-11-16,6.17,-0.49,0.83
2000-11-17,6.17,-0.46,0.83
2000-11-20,6.18,-0.5,0.83
2000-11-21,6.18,-0.51,0.83
2000-11-22,6.18,-0.56,0.83
2000-11-23,6.18,-0.56,0.83
2000-11-24,6.18,-0.55,0.83
2000-11-27,6.14,-0.5,0.83
2000-11-28,6.1,-0.51,0.83
2000-11-29,6.06,-0.51,0.83
2000-11-30,6.03,-0.55,0.83
2000-12-01,6.05,-0.53,0.81
2000-12-04,6.0,-0.47,0.81
2000-12-05,5.91,-0.48,0.81
2000-12-06,5.92,-0.6,0.81
2000-12-07,5.94,-0.62,0.81
2000-12-08,5.92,-0.57,0.81
2000-12-11,5.91,-0.54,0.81
2000-12-12,5.89,-0.53,0.81
2000-12-13,5.89,-0.6,0.81
2000-12-14,5.89,-0.66,0.81
2000-12-15,5.85,-0.65,0.81
2000-12-18,5.78,-0.61,0.81
2000-12-19,5.76,-0.57,0.81
2000-12-20,5.66,-0.58,0.81
2000-12-21,5.24,-0.21,0.81
2000-12-22,5.13,-0.11,0.81
2000-12-25,5.13,-0.11,0.81
2000-12-26,5.61,-0.57,0.81
2000-12-27,5.59,-0.48,0.81
2000-12-28,5.71,-0.58,0.81
2000-12-29,5.73,-0.61,0.81
2001-01-01,5.73,-0.61,0.78
2001-01-02,5.69,-0.77,0.78
2001-01-03,5.53,-0.39,0.78
2001-01-04,5.23,-0.2,0.78
2001-01-05,4.99,-0.06,0.78
2001-01-08,5.06,-0.12,0.78
2001-01-09,5.1,-0.12,0.78
2001-01-10,5.15,-0.05,0.78
2001-01-11,5.17,-0.03,0.78
2001-01-12,5.19,0.06,0.78
2001-01-15,5.19,0.06,0.78
2001-01-16,5.22,0.02,0.78
2001-01-17,5.22,-0.03,0.78
2001-01-18,5.14,-0.02,0.78
2001-01-19,5.1,0.09,0.78
2001-01-22,5.11,0.14,0.78
2001-01-23,5.1,0.2,0.78
2001-01-24,5.14,0.19,0.78
2001-01-25,5.14,0.15,0.78
2001-01-26,5.04,0.25,0.78
2001-01-29,4.99,0.33,0.78
2001-01-30,4.89,0.35,0.78
2001-01-31,4.86,0.33,0.78
2001-02-01,4.87,0.23,0.77
2001-02-02,4.93,0.24,0.77
2001-02-05,4.96,0.22,0.77
2001-02-06,4.94,0.28,0.77
2001-02-07,4.94,0.16,0.77
2001-02-08,4.95,0.15,0.77
2001-02-09,4.93,0.1,0.77
2001-02-12,4.93,0.12,0.77
2001-02-13,4.92,0.15,0.77
2001-02-14,4.94,0.19,0.77
2001-02-15,4.95,0.24,0.77
2001-02-16,4.89,0.22,0.77
2001-02-19,4.89,0.22,0.77
2001-02-20,4.92,0.19,0.77
2001-02-21,4.89,0.25,0.77
2001-02-22,4.88,0.27,0.77
2001-02-23,4.77,0.33,0.77
2001-02-26,4.71,0.34,0.77
2001-02-27,4.7,0.26,0.77
2001-02-28,4.73,0.19,0.77
2001-03-01,4.72,0.15,0.86
2001-03-02,4.72,0.23,0.86
2001-03-05,4.7,0.28,0.86
2001-03-06,4.67,0.32,0.86
2001-03-07,4.57,0.35,0.86
2001-03-08,4.56,0.33,0.86
2001-03-09,4.61,0.34,0.86
2001-03-12,4.54,0.38,0.86
2001-03-13,4.54,0.41,0.86
2001-03-14,4.43,0.41,0.86
2001-03-15,4.41,0.4,0.86
2001-03-16,4.43,0.35,0.86
2001-03-19,4.42,0.4,0.86
2001-03-20,4.38,0.4,0.86
2001-03-21,4.21,0.56,0.86
2001-03-22,4.16,0.57,0.86
2001-03-23,4.19,0.61,0.86
2001-03-26,4.19,0.66,0.86
2001-03-27,4.24,0.76,0.86
2001-03-28,4.23,0.74,0.86
2001-03-29,4.22,0.76,0.86
2001-03-30,4.2,0.73,0.86
2001-04-01,4.2,0.73,0.87
2001-04-02,4.12,0.86,0.87
2001-04-03,4.05,0.89,0.87
2001-04-04,4.0,0.94,0.87
2001-04-05,4.01,0.97,0.87
2001-04-06,3.85,1.04,0.87
2001-04-09,3.84,1.09,0.87
2001-04-10,3.85,1.24,0.87
2001-04-11,3.98,1.14,0.87
2001-04-12,3.92,1.25,0.87
2001-04-13,3.92,1.25,0.87
2001-04-16,4.05,1.23,0.87
2001-04-17,4.02,1.19,0.87
2001-04-18,3.82,1.32,0.87
2001-04-19,3.78,1.49,0.87
2001-04-20,3.68,1.61,0.87
2001-04-23,3.66,1.54,0.87
2001-04-24,3.71,1.51,0.87
2001-04-25,3.75,1.53,0.87
2001-04-26,3.74,1.46,0.87
2001-04-27,3.76,1.58,0.87
2001-04-30,3.86,1.49,0.87
2001-05-01,3.83,1.47,0.78
2001-05-02,3.8,1.51,0.78
2001-05-03,3.75,1.47,0.78
2001-05-04,3.65,1.56,0.78
2001-05-07,3.65,1.56,0.78
2001-05-08,3.62,1.62,0.78
2001-05-09,3.64,1.56,0.78
2001-05-10,3.66,1.65,0.78
2001-05-11,3.69,1.82,0.78
2001-05-14,3.63,1.83,0.78
2001-05-15,3.55,1.95,0.78
2001-05-16,3.49,1.99,0.78
2001-05-17,3.49,1.97,0.78
2001-05-18,3.53,1.88,0.78
2001-05-21,3.57,1.84,0.78
2001-05-22,3.56,1.86,0.78
2001-05-23,3.56,1.85,0.78
2001-05-24,3.62,1.9,0.78
2001-05-25,3.58,1.94,0.78
2001-05-28,3.58,1.94,0.78
2001-05-29,3.63,1.91,0.78
2001-05-30,3.6,1.94,0.78
2001-05-31,3.55,1.88,0.78
2001-06-01,3.59,1.8,0.79
2001-06-04,3.6,1.75,0.79
