,TBL,TMS,DFY
2009-03-03,0.27,2.66,2.92
2009-03-04,0.26,2.75,2.92
2009-03-05,0.2,2.63,2.92
2009-03-06,0.2,2.63,2.92
2009-03-09,0.23,2.66,2.92
2009-03-10,0.24,2.75,2.92
2009-03-11,0.23,2.72,2.92
2009-03-12,0.21,2.68,2.92
2009-03-13,0.19,2.7,2.92
2009-03-16,0.24,2.73,2.92
2009-03-17,0.24,2.78,2.92
2009-03-18,0.21,2.3,2.92
2009-03-19,0.2,2.41,2.92
2009-03-20,0.21,2.44,2.92
2009-03-23,0.22,2.46,2.92
2009-03-24,0.21,2.47,2.92
2009-03-25,0.19,2.62,2.92
2009-03-26,0.15,2.61,2.92
2009-03-27,0.13,2.65,2.92
2009-03-30,0.18,2.55,2.92
2009-03-31,0.21,2.5,2.92
2009-04-01,0.22,2.46,3.0
2009-04-02,0.22,2.55,3.0
2009-04-03,0.21,2.7,3.0
2009-04-06,0.2,2.75,3.0
2009-04-07,0.2,2.73,3.0
2009-04-08,0.18,2.68,3.0
2009-04-09,0.18,2.78,3.0
2009-04-10,0.18,2.78,3.0
2009-04-13,0.18,2.7,3.0
2009-04-14,0.17,2.63,3.0
2009-04-15,0.15,2.67,3.0
2009-04-16,0.13,2.73,3.0
2009-04-17,0.14,2.84,3.0
2009-04-20,0.14,2.74,3.0
2009-04-21,0.15,2.79,3.0
2009-04-22,0.14,2.84,3.0
2009-04-23,0.1,2.86,3.0
2009-04-24,0.1,2.93,3.0
2009-04-27,0.13,2.82,3.0
2009-04-28,0.13,2.92,3.0
2009-04-29,0.11,3.01,3.0
2009-04-30,0.14,3.02,3.0
2009-05-01,0.15,3.06,2.52
2009-05-04,0.19,3.0,2.52
2009-05-05,0.19,3.01,2.52
2009-05-06,0.19,2.99,2.52
2009-05-07,0.18,3.11,2.52
2009-05-08,0.18,3.11,2.52
2009-05-11,0.19,2.98,2.52
2009-05-12,0.19,2.98,2.52
2009-05-13,0.17,2.94,2.52
2009-05-14,0.16,2.94,2.52
2009-05-15,0.17,2.97,2.52
2009-05-18,0.19,3.03,2.52
2009-05-19,0.18,3.07,2.52
2009-05-20,0.18,3.01,2.52
2009-05-21,0.19,3.16,2.52
2009-05-22,0.18,3.27,2.52
2009-05-25,0.18,3.27,2.52
2009-05-26,0.18,3.32,2.52
2009-05-27,0.17,3.54,2.52
2009-05-28,0.15,3.52,2.52
2009-05-29,0.14,3.33,2.52
2009-06-01,0.13,3.58,1.89
2009-06-02,0.14,3.51,1.89
2009-06-03,0.14,3.42,1.89
2009-06-04,0.14,3.58,1.89
2009-06-05,0.19,3.65,1.89
2009-06-08,0.19,3.72,1.89
2009-06-09,0.19,3.67,1.89
2009-06-10,0.18,3.8,1.89
2009-06-11,0.19,3.69,1.89
2009-06-12,0.18,3.63,1.89
2009-06-15,0.17,3.59,1.89
2009-06-16,0.17,3.5,1.89
2009-06-17,0.17,3.51,1.89
2009-06-18,0.18,3.68,1.89
2009-06-19,0.18,3.61,1.89
2009-06-22,0.2,3.52,1.89
2009-06-23,0.2,3.45,1.89
2009-06-24,0.19,3.53,1.89
2009-06-25,0.18,3.37,1.89
2009-06-26,0.19,3.33,1.89
2009-06-29,0.2,3.31,1.89
2009-06-30,0.19,3.34,1.89
2009-07-01,0.17,3.38,1.68
2009-07-02,0.17,3.34,1.68
2009-07-03,0.17,3.34,1.68
2009-07-06,0.19,3.33,1.68
2009-07-07,0.19,3.28,1.68
2009-07-08,0.18,3.15,1.68
2009-07-09,0.19,3.25,1.68
2009-07-10,0.18,3.14,1.68
2009-07-13,0.18,3.2,1.68
2009-07-14,0.18,3.32,1.68
2009-07-15,0.18,3.45,1.68
2009-07-16,0.19,3.4,1.68
2009-07-17,0.17,3.5,1.68
2009-07-20,0.19,3.42,1.68
2009-07-21,0.19,3.31,1.68
2009-07-22,0.19,3.39,1.68
2009-07-23,0.19,3.53,1.68
2009-07-24,0.18,3.52,1.68
2009-07-27,0.19,3.56,1.68
2009-07-28,0.19,3.53,1.68
2009-07-29,0.19,3.5,1.68
2009-07-30,0.18,3.49,1.68
2009-07-31,0.18,3.34,1.68
2009-08-01,0.18,3.34,1.32
2009-08-03,0.19,3.47,1.32
2009-08-04,0.18,3.52,1.32
2009-08-05,0.18,3.62,1.32
2009-08-06,0.17,3.62,1.32
2009-08-07,0.18,3.71,1.32
2009-08-10,0.19,3.61,1.32
2009-08-11,0.18,3.53,1.32
2009-08-12,0.17,3.55,1.32
2009-08-13,0.17,3.42,1.32
2009-08-14,0.18,3.37,1.32
2009-08-17,0.18,3.3,1.32
2009-08-18,0.18,3.33,1.32
2009-08-19,0.17,3.28,1.32
2009-08-20,0.17,3.25,1.32
2009-08-21,0.17,3.39,1.32
2009-08-24,0.17,3.31,1.32
2009-08-25,0.17,3.28,1.32
2009-08-26,0.15,3.29,1.32
2009-08-27,0.15,3.32,1.32
2009-08-28,0.15,3.31,1.32
2009-08-31,0.15,3.25,1.32
2009-09-01,0.14,3.24,1.18
2009-09-02,0.14,3.15,1.18
2009-09-03,0.15,3.18,1.18
2009-09-04,0.14,3.31,1.18
2009-09-07,0.14,3.31,1.18
2009-09-08,0.14,3.33,1.18
2009-09-09,0.14,3.34,1.18
2009-09-10,0.14,3.22,1.18
2009-09-11,0.14,3.2,1.18
2009-09-14,0.14,3.28,1.18
2009-09-15,0.13,3.34,1.18
2009-09-16,0.1,3.38,1.18
2009-09-17,0.1,3.32,1.18
2009-09-18,0.08,3.41,1.18
2009-09-21,0.11,3.38,1.18
2009-09-22,0.11,3.35,1.18
2009-09-23,0.11,3.33,1.18
2009-09-24,0.1,3.3,1.18
2009-09-25,0.1,3.24,1.18
2009-09-28,0.11,3.2,1.18
2009-09-29,0.13,3.18,1.18
2009-09-30,0.14,3.17,1.18
2009-10-01,0.1,3.11,1.14
2009-10-02,0.1,3.14,1.14
2009-10-05,0.08,3.16,1.14
2009-10-06,0.08,3.19,1.14
2009-10-07,0.09,3.12,1.14
2009-10-08,0.06,3.21,1.14
2009-10-09,0.07,3.33,1.14
2009-10-12,0.07,3.33,1.14
2009-10-13,0.07,3.27,1.14
2009-10-14,0.07,3.38,1.14
2009-10-15,0.07,3.42,1.14
2009-10-16,0.07,3.36,1.14
2009-10-19,0.08,3.33,1.14
2009-10-20,0.08,3.27,1.14
2009-10-21,0.07,3.35,1.14
2009-10-22,0.06,3.38,1.14
2009-10-23,0.07,3.44,1.14
2009-10-26,0.08,3.51,1.14
2009-10-27,0.08,3.41,1.14
2009-10-28,0.07,3.37,1.14
2009-10-29,0.06,3.47,1.14
2009-10-30,0.05,3.36,1.14
2009-11-01,0.05,3.36,1.13
2009-11-02,0.06,3.39,1.13
2009-11-03,0.06,3.44,1.13
2009-11-04,0.05,3.52,1.13
2009-11-05,0.04,3.53,1.13
2009-11-06,0.06,3.48,1.13
2009-11-09,0.07,3.45,1.13
2009-11-10,0.07,3.43,1.13
2009-11-11,0.07,3.43,1.13
2009-11-12,0.07,3.38,1.13
2009-11-13,0.06,3.37,1.13
2009-11-16,0.07,3.26,1.13
2009-11-17,0.06,3.27,1.13
2009-11-18,0.04,3.32,1.13
2009-11-19,0.02,3.33,1.13
2009-11-20,0.02,3.34,1.13
2009-11-23,0.05,3.32,1.13
2009-11-24,0.05,3.27,1.13
2009-11-25,0.05,3.23,1.13
2009-11-26,0.05,3.23,1.13
2009-11-27,0.03,3.18,1.13
2009-11-30,0.06,3.15,1.13
2009-12-01,0.06,3.22,1.11
2009-12-02,0.05,3.27,1.11
2009-12-03,0.06,3.33,1.11
2009-12-04,0.06,3.42,1.11
2009-12-07,0.04,3.4,1.11
2009-12-08,0.03,3.37,1.11
2009-12-09,0.03,3.42,1.11
2009-12-10,0.02,3.47,1.11
2009-12-11,0.03,3.52,1.11
2009-12-14,0.04,3.52,1.11
2009-12-15,0.05,3.55,1.11
2009-12-16,0.04,3.57,1.11
2009-12-17,0.04,3.46,1.11
2009-12-18,0.05,3.5,1.11
2009-12-21,0.08,3.61,1.11
2009-12-22,0.08,3.68,1.11
2009-12-23,0.07,3.7,1.11
2009-12-24,0.05,3.77,1.11
2009-12-25,0.05,3.77,1.11
2009-12-28,0.11,3.74,1.11
2009-12-29,0.1,3.72,1.11
2009-12-30,0.05,3.75,1.11
2009-12-31,0.06,3.79,1.11
2010-01-01,0.06,3.79,0.99
2010-01-04,0.08,3.77,0.99
2010-01-05,0.07,3.7,0.99
2010-01-06,0.06,3.79,0.99
2010-01-07,0.05,3.8,0.99
2010-01-08,0.05,3.78,0.99
2010-01-11,0.04,3.81,0.99
2010-01-12,0.05,3.69,0.99
2010-01-13,0.06,3.74,0.99
2010-01-14,0.05,3.71,0.99
2010-01-15,0.06,3.64,0.99
2010-01-18,0.06,3.64,0.99
2010-01-19,0.06,3.67,0.99
2010-01-20,0.05,3.63,0.99
2010-01-21,0.06,3.56,0.99
2010-01-22,0.06,3.56,0.99
2010-01-25,0.06,3.6,0.99
2010-01-26,0.07,3.58,0.99
2010-01-27,0.08,3.58,0.99
2010-01-28,0.08,3.6,0.99
2010-01-29,0.08,3.55,0.99
2010-02-01,0.1,3.58,0.99
2010-02-02,0.1,3.57,0.99
2010-02-03,0.1,3.63,0.99
2010-02-04,0.09,3.53,0.99
2010-02-05,0.1,3.49,0.99
2010-02-08,0.12,3.5,0.99
2010-02-09,0.12,3.55,0.99
2010-02-10,0.11,3.61,0.99
2010-02-11,0.11,3.62,0.99
2010-02-12,0.1,3.59,0.99
2010-02-15,0.1,3.59,0.99
2010-02-16,0.1,3.56,0.99
2010-02-17,0.1,3.64,0.99
2010-02-18,0.1,3.69,0.99
2010-02-19,0.11,3.67,0.99
2010-02-22,0.11,3.69,0.99
2010-02-23,0.12,3.57,0.99
2010-02-24,0.12,3.58,0.99
2010-02-25,0.13,3.51,0.99
2010-02-26,0.13,3.48,0.99
2010-03-01,0.13,3.48,1.0
2010-03-02,0.14,3.48,1.0
2010-03-03,0.14,3.49,1.0
2010-03-04,0.14,3.47,1.0
2010-03-05,0.15,3.54,1.0
2010-03-08,0.16,3.56,1.0
2010-03-09,0.16,3.55,1.0
2010-03-10,0.15,3.58,1.0
2010-03-11,0.16,3.57,1.0
2010-03-12,0.15,3.56,1.0
2010-03-15,0.17,3.54,1.0
2010-03-16,0.16,3.5,1.0
2010-03-17,0.15,3.5,1.0
2010-03-18,0.16,3.52,1.0
2010-03-19,0.16,3.54,1.0
2010-03-22,0.15,3.52,1.0
2010-03-23,0.14,3.55,1.0
2010-03-24,0.14,3.7,1.0
2010-03-25,0.14,3.77,1.0
2010-03-26,0.14,3.72,1.0
2010-03-29,0.15,3.73,1.0
2010-03-30,0.16,3.72,1.0
2010-03-31,0.16,3.68,1.0
2010-04-01,0.16,3.73,0.96
2010-04-02,0.16,3.8,0.96
2010-04-05,0.18,3.83,0.96
2010-04-06,0.17,3.81,0.96
2010-04-07,0.17,3.72,0.96
2010-04-08,0.17,3.74,0.96
2010-04-09,0.16,3.74,0.96
2010-04-12,0.16,3.71,0.96
2010-04-13,0.16,3.68,0.96
2010-04-14,0.16,3.72,0.96
2010-04-15,0.16,3.7,0.96
2010-04-16,0.16,3.63,0.96
2010-04-19,0.16,3.67,0.96
2010-04-20,0.16,3.66,0.96
2010-04-21,0.15,3.62,0.96
2010-04-22,0.16,3.64,0.96
2010-04-23,0.16,3.68,0.96
2010-04-26,0.16,3.67,0.96
2010-04-27,0.16,3.55,0.96
2010-04-28,0.16,3.64,0.96
2010-04-29,0.17,3.59,0.96
2010-04-30,0.16,3.53,0.96
2010-05-01,0.16,3.53,1.09
2010-05-03,0.17,3.55,1.09
2010-05-04,0.16,3.47,1.09
2010-05-05,0.15,3.43,1.09
2010-05-06,0.11,3.3,1.09
2010-05-07,0.13,3.32,1.09
2010-05-10,0.16,3.41,1.09
2010-05-11,0.16,3.4,1.09
2010-05-12,0.16,3.4,1.09
2010-05-13,0.16,3.39,1.09
2010-05-14,0.16,3.28,1.09
2010-05-17,0.16,3.31,1.09
2010-05-18,0.17,3.21,1.09
2010-05-19,0.17,3.19,1.09
2010-05-20,0.17,3.08,1.09
2010-05-21,0.17,3.03,1.09
2010-05-24,0.17,3.06,1.09
2010-05-25,0.17,3.01,1.09
2010-05-26,0.17,3.04,1.09
2010-05-27,0.17,3.17,1.09
2010-05-28,0.16,3.15,1.09
2010-05-31,0.16,3.15,1.09
2010-06-01,0.16,3.13,1.35
2010-06-02,0.16,3.19,1.35
2010-06-03,0.14,3.25,1.35
2010-06-04,0.14,3.06,1.35
2010-06-07,0.12,3.05,1.35
2010-06-08,0.12,3.06,1.35
2010-06-09,0.1,3.1,1.35
2010-06-10,0.1,3.23,1.35
2010-06-11,0.08,3.16,1.35
2010-06-14,0.07,3.21,1.35
2010-06-15,0.09,3.23,1.35
2010-06-16,0.1,3.17,1.35
2010-06-17,0.09,3.12,1.35
2010-06-18,0.11,3.13,1.35
2010-06-21,0.12,3.14,1.35
2010-06-22,0.13,3.05,1.35
2010-06-23,0.13,3.0,1.35
2010-06-24,0.13,3.01,1.35
2010-06-25,0.13,2.99,1.35
2010-06-28,0.17,2.88,1.35
2010-06-29,0.15,2.82,1.35
2010-06-30,0.18,2.79,1.35
2010-07-01,0.17,2.79,1.29
2010-07-02,0.17,2.83,1.29
2010-07-05,0.17,2.83,1.29
2010-07-06,0.17,2.78,1.29
2010-07-07,0.16,2.84,1.29
2010-07-08,0.15,2.89,1.29
2010-07-09,0.16,2.91,1.29
2010-07-12,0.16,2.92,1.29
2010-07-13,0.15,3.0,1.29
2010-07-14,0.15,2.92,1.29
2010-07-15,0.15,2.85,1.29
2010-07-16,0.15,2.81,1.29
2010-07-19,0.17,2.82,1.29
2010-07-20,0.16,2.82,1.29
2010-07-21,0.16,2.74,1.29
2010-07-22,0.16,2.8,1.29
2010-07-23,0.16,2.86,1.29
2010-07-26,0.16,2.87,1.29
2010-07-27,0.15,2.93,1.29
2010-07-28,0.15,2.88,1.29
2010-07-29,0.15,2.88,1.29
2010-07-30,0.15,2.79,1.29
2010-08-01,0.15,2.79,1.17
2010-08-02,0.16,2.83,1.17
2010-08-03,0.16,2.78,1.17
2010-08-04,0.16,2.82,1.17
2010-08-05,0.15,2.79,1.17
2010-08-06,0.15,2.71,1.17
2010-08-09,0.15,2.71,1.17
2010-08-10,0.15,2.64,1.17
2010-08-11,0.15,2.57,1.17
2010-08-12,0.16,2.58,1.17
2010-08-13,0.15,2.53,1.17
2010-08-16,0.16,2.42,1.17
2010-08-17,0.17,2.47,1.17
2010-08-18,0.16,2.48,1.17
2010-08-19,0.16,2.42,1.17
2010-08-20,0.15,2.47,1.17
2010-08-23,0.16,2.44,1.17
2010-08-24,0.16,2.34,1.17
2010-08-25,0.16,2.38,1.17
2010-08-26,0.16,2.34,1.17
2010-08-27,0.15,2.51,1.17
2010-08-30,0.14,2.4,1.17
2010-08-31,0.14,2.33,1.17
2010-09-01,0.13,2.45,1.13
2010-09-02,0.14,2.49,1.13
2010-09-03,0.14,2.58,1.13
2010-09-06,0.14,2.58,1.13
2010-09-07,0.14,2.47,1.13
2010-09-08,0.14,2.52,1.13
2010-09-09,0.14,2.63,1.13
2010-09-10,0.14,2.67,1.13
2010-09-13,0.15,2.59,1.13
2010-09-14,0.15,2.53,1.13
2010-09-15,0.15,2.59,1.13
2010-09-16,0.16,2.61,1.13
2010-09-17,0.16,2.59,1.13
2010-09-20,0.17,2.55,1.13
2010-09-21,0.17,2.44,1.13
2010-09-22,0.16,2.4,1.13
2010-09-23,0.16,2.4,1.13
2010-09-24,0.15,2.47,1.13
2010-09-27,0.16,2.38,1.13
2010-09-28,0.16,2.32,1.13
2010-09-29,0.16,2.36,1.13
2010-09-30,0.16,2.37,1.13
2010-10-01,0.16,2.38,1.04
2010-10-04,0.13,2.37,1.04
2010-10-05,0.12,2.38,1.04
2010-10-06,0.13,2.28,1.04
2010-10-07,0.13,2.28,1.04
2010-10-08,0.12,2.29,1.04
2010-10-11,0.12,2.29,1.04
2010-10-12,0.13,2.31,1.04
2010-10-13,0.13,2.33,1.04
2010-10-14,0.14,2.38,1.04
2010-10-15,0.14,2.45,1.04
2010-10-18,0.15,2.37,1.04
2010-10-19,0.14,2.36,1.04
2010-10-20,0.14,2.37,1.04
2010-10-21,0.13,2.44,1.04
2010-10-22,0.13,2.46,1.04
2010-10-25,0.14,2.45,1.04
2010-10-26,0.14,2.53,1.04
2010-10-27,0.14,2.61,1.04
2010-10-28,0.13,2.56,1.04
2010-10-29,0.12,2.51,1.04
2010-11-01,0.13,2.53,1.05
2010-11-02,0.13,2.5,1.05
2010-11-03,0.13,2.54,1.05
2010-11-04,0.13,2.4,1.05
2010-11-05,0.13,2.45,1.05
2010-11-08,0.13,2.47,1.05
2010-11-09,0.13,2.59,1.05
2010-11-10,0.13,2.52,1.05
2010-11-11,0.13,2.52,1.05
2010-11-12,0.13,2.63,1.05
2010-11-15,0.14,2.78,1.05
2010-11-16,0.15,2.7,1.05
2010-11-17,0.14,2.75,1.05
2010-11-18,0.15,2.75,1.05
2010-11-19,0.14,2.74,1.05
2010-11-22,0.15,2.65,1.05
2010-11-23,0.15,2.62,1.05
2010-11-24,0.16,2.77,1.05
2010-11-25,0.16,2.77,1.05
2010-11-26,0.16,2.71,1.05
2010-11-29,0.18,2.66,1.05
2010-11-30,0.17,2.64,1.05
2010-12-01,0.16,2.81,1.08
2010-12-02,0.16,2.85,1.08
2010-12-03,0.14,2.89,1.08
2010-12-06,0.15,2.8,1.08
2010-12-07,0.14,3.01,1.08
2010-12-08,0.15,3.11,1.08
2010-12-09,0.14,3.09,1.08
2010-12-10,0.13,3.19,1.08
2010-12-13,0.15,3.14,1.08
2010-12-14,0.15,3.34,1.08
2010-12-15,0.14,3.39,1.08
2010-12-16,0.13,3.34,1.08
2010-12-17,0.11,3.22,1.08
2010-12-20,0.14,3.22,1.08
2010-12-21,0.14,3.21,1.08
2010-12-22,0.14,3.22,1.08
2010-12-23,0.14,3.27,1.08
2010-12-24,0.14,3.27,1.08
2010-12-27,0.17,3.19,1.08
2010-12-28,0.15,3.35,1.08
2010-12-29,0.13,3.22,1.08
2010-12-30,0.12,3.26,1.08
2010-12-31,0.12,3.18,1.08
2011-01-01,0.12,3.18,1.05
2011-01-03,0.15,3.21,1.05
2011-01-04,0.14,3.22,1.05
2011-01-05,0.14,3.36,1.05
2011-01-06,0.15,3.29,1.05
2011-01-07,0.14,3.2,1.05
2011-01-10,0.15,3.17,1.05
2011-01-11,0.15,3.22,1.05
2011-01-12,0.15,3.25,1.05
2011-01-13,0.15,3.19,1.05
2011-01-14,0.15,3.2,1.05
2011-01-17,0.15,3.2,1.05
2011-01-18,0.16,3.23,1.05
2011-01-19,0.16,3.21,1.05
2011-01-20,0.16,3.31,1.05
2011-01-21,0.16,3.28,1.05
2011-01-24,0.16,3.27,1.05
2011-01-25,0.16,3.19,1.05
2011-01-26,0.16,3.29,1.05
2011-01-27,0.15,3.27,1.05
2011-01-28,0.15,3.21,1.05
2011-01-31,0.15,3.27,1.05
2011-02-01,0.15,3.33,0.93
2011-02-02,0.16,3.36,0.93
2011-02-03,0.14,3.44,0.93
2011-02-04,0.15,3.53,0.93
2011-02-07,0.16,3.52,0.93
2011-02-08,0.15,3.6,0.93
2011-02-09,0.14,3.51,0.93
2011-02-10,0.12,3.58,0.93
2011-02-11,0.12,3.52,0.93
2011-02-14,0.13,3.49,0.93
2011-02-15,0.13,3.48,0.93
2011-02-16,0.12,3.5,0.93
2011-02-17,0.09,3.49,0.93
2011-02-18,0.1,3.49,0.93
2011-02-21,0.1,3.49,0.93
2011-02-22,0.12,3.34,0.93
2011-02-23,0.12,3.37,0.93
2011-02-24,0.13,3.33,0.93
2011-02-25,0.13,3.29,0.93
2011-02-28,0.15,3.27,0.93
2011-03-01,0.14,3.27,0.9
2011-03-02,0.13,3.33,0.9
2011-03-03,0.13,3.45,0.9
2011-03-04,0.12,3.37,0.9
2011-03-07,0.11,3.4,0.9
2011-03-08,0.11,3.45,0.9
2011-03-09,0.1,3.38,0.9
2011-03-10,0.08,3.29,0.9
2011-03-11,0.08,3.32,0.9
2011-03-14,0.09,3.27,0.9
2011-03-15,0.1,3.23,0.9
2011-03-16,0.1,3.12,0.9
2011-03-17,0.08,3.17,0.9
2011-03-18,0.07,3.21,0.9
2011-03-21,0.1,3.24,0.9
2011-03-22,0.1,3.24,0.9
2011-03-23,0.09,3.27,0.9
2011-03-24,0.09,3.33,0.9
2011-03-25,0.09,3.37,0.9
2011-03-28,0.11,3.36,0.9
2011-03-29,0.1,3.4,0.9
2011-03-30,0.1,3.37,0.9
2011-03-31,0.09,3.38,0.9
2011-04-01,0.07,3.39,0.86
2011-04-04,0.06,3.39,0.86
2011-04-05,0.07,3.43,0.86
2011-04-06,0.06,3.5,0.86
2011-04-07,0.04,3.54,0.86
2011-04-08,0.04,3.55,0.86
2011-04-11,0.05,3.54,0.86
2011-04-12,0.05,3.47,0.86
2011-04-13,0.06,3.43,0.86
2011-04-14,0.07,3.44,0.86
2011-04-15,0.07,3.36,0.86
2011-04-18,0.07,3.33,0.86
2011-04-19,0.06,3.33,0.86
2011-04-20,0.06,3.37,0.86
2011-04-21,0.06,3.36,0.86
2011-04-22,0.06,3.36,0.86
2011-04-25,0.07,3.32,0.86
2011-04-26,0.07,3.27,0.86
2011-04-27,0.06,3.33,0.86
2011-04-28,0.04,3.3,0.86
2011-04-29,0.04,3.28,0.86
2011-05-01,0.04,3.28,0.82
2011-05-02,0.05,3.26,0.82
2011-05-03,0.03,3.25,0.82
2011-05-04,0.03,3.22,0.82
2011-05-05,0.02,3.16,0.82
2011-05-06,0.02,3.17,0.82
2011-05-09,0.03,3.14,0.82
2011-05-10,0.03,3.2,0.82
2011-05-11,0.03,3.16,0.82
2011-05-12,0.02,3.2,0.82
2011-05-13,0.03,3.15,0.82
2011-05-16,0.04,3.11,0.82
2011-05-17,0.04,3.08,0.82
2011-05-18,0.05,3.13,0.82
2011-05-19,0.05,3.12,0.82
2011-05-20,0.05,3.1,0.82
2011-05-23,0.06,3.07,0.82
2011-05-24,0.06,3.06,0.82
2011-05-25,0.06,3.07,0.82
2011-05-26,0.05,3.02,0.82
2011-05-27,0.05,3.02,0.82
2011-05-30,0.05,3.02,0.82
2011-05-31,0.06,2.99,0.82
2011-06-01,0.05,2.91,0.76
2011-06-02,0.04,3.0,0.76
2011-06-03,0.04,2.95,0.76
2011-06-06,0.05,2.96,0.76
2011-06-07,0.05,2.96,0.76
2011-06-08,0.04,2.94,0.76
2011-06-09,0.05,2.96,0.76
2011-06-10,0.05,2.94,0.76
2011-06-13,0.05,2.95,0.76
2011-06-14,0.05,3.06,0.76
2011-06-15,0.05,2.93,0.76
2011-06-16,0.05,2.88,0.76
2011-06-17,0.04,2.9,0.76
2011-06-20,0.03,2.94,0.76
2011-06-21,0.03,2.96,0.76
2011-06-22,0.02,2.99,0.76
2011-06-23,0.01,2.92,0.76
2011-06-24,0.02,2.86,0.76
2011-06-27,0.02,2.93,0.76
2011-06-28,0.03,3.02,0.76
2011-06-29,0.02,3.12,0.76
2011-06-30,0.03,3.15,0.76
2011-07-01,0.02,3.2,0.83
2011-07-04,0.02,3.2,0.83
2011-07-05,0.02,3.14,0.83
2011-07-06,0.01,3.11,0.83
2011-07-07,0.03,3.14,0.83
2011-07-08,0.03,3.0,0.83
2011-07-11,0.03,2.91,0.83
2011-07-12,0.03,2.89,0.83
2011-07-13,0.01,2.91,0.83
2011-07-14,0.01,2.97,0.83
2011-07-15,0.02,2.92,0.83
2011-07-18,0.02,2.92,0.83
2011-07-19,0.03,2.88,0.83
2011-07-20,0.02,2.94,0.83
2011-07-21,0.05,2.98,0.83
2011-07-22,0.05,2.94,0.83
2011-07-25,0.05,2.98,0.83
2011-07-26,0.07,2.92,0.83
2011-07-27,0.08,2.93,0.83
2011-07-28,0.07,2.91,0.83
2011-07-29,0.1,2.72,0.83
2011-08-01,0.1,2.67,0.99
2011-08-02,0.06,2.6,0.99
2011-08-03,0.02,2.62,0.99
2011-08-04,0.02,2.45,0.99
2011-08-05,0.01,2.57,0.99
2011-08-08,0.05,2.35,0.99
2011-08-09,0.03,2.17,0.99
2011-08-10,0.02,2.15,0.99
2011-08-11,0.03,2.31,0.99
2011-08-12,0.02,2.22,0.99
2011-08-15,0.02,2.27,0.99
2011-08-16,0.03,2.2,0.99
2011-08-17,0.01,2.16,0.99
2011-08-18,0.01,2.07,0.99
2011-08-19,0.02,2.05,0.99
2011-08-22,0.01,2.09,0.99
2011-08-23,0.01,2.14,0.99
2011-08-24,0.02,2.27,0.99
2011-08-25,0.01,2.22,0.99
2011-08-26,0.01,2.18,0.99
2011-08-29,0.02,2.26,0.99
2011-08-30,0.01,2.18,0.99
2011-08-31,0.02,2.21,0.99
2011-09-01,0.02,2.13,1.18
2011-09-02,0.02,2.0,1.18
2011-09-05,0.02,2.0,1.18
2011-09-06,0.02,1.96,1.18
2011-09-07,0.02,2.03,1.18
2011-09-08,0.02,1.98,1.18
2011-09-09,0.01,1.92,1.18
2011-09-12,0.01,1.93,1.18
2011-09-13,0.01,1.99,1.18
2011-09-14,0.01,2.02,1.18
2011-09-15,0.01,2.08,1.18
2011-09-16,0.01,2.07,1.18
2011-09-19,0.01,1.96,1.18
2011-09-20,0.01,1.94,1.18
2011-09-21,0.01,1.87,1.18
2011-09-22,0.0,1.72,1.18
2011-09-23,0.01,1.83,1.18
2011-09-26,0.02,1.89,1.18
2011-09-27,0.01,1.99,1.18
2011-09-28,0.02,2.01,1.18
2011-09-29,0.02,1.97,1.18
2011-09-30,0.02,1.9,1.18
2011-10-01,0.02,1.9,1.39
2011-10-03,0.02,1.78,1.39
2011-10-04,0.01,1.8,1.39
2011-10-05,0.0,1.92,1.39
2011-10-06,0.01,2.0,1.39
2011-10-07,0.01,2.09,1.39
2011-10-10,0.01,2.09,1.39
2011-10-11,0.02,2.16,1.39
2011-10-12,0.02,2.22,1.39
2011-10-13,0.02,2.17,1.39
2011-10-14,0.02,2.24,1.39
2011-10-17,0.04,2.14,1.39
2011-10-18,0.04,2.15,1.39
2011-10-19,0.03,2.15,1.39
2011-10-20,0.03,2.17,1.39
2011-10-21,0.02,2.21,1.39
2011-10-24,0.02,2.23,1.39
2011-10-25,0.01,2.13,1.39
2011-10-26,0.02,2.21,1.39
2011-10-27,0.02,2.4,1.39
2011-10-28,0.01,2.33,1.39
2011-10-31,0.01,2.16,1.39
2011-11-01,0.01,2.0,1.27
2011-11-02,0.01,2.02,1.27
2011-11-03,0.01,2.08,1.27
2011-11-04,0.01,2.05,1.27
2011-11-07,0.01,2.03,1.27
2011-11-08,0.01,2.09,1.27
2011-11-09,0.01,1.99,1.27
2011-11-10,0.01,2.03,1.27
2011-11-11,0.01,2.03,1.27
2011-11-14,0.01,2.03,1.27
2011-11-15,0.01,2.05,1.27
2011-11-16,0.01,2.0,1.27
2011-11-17,0.02,1.94,1.27
2011-11-18,0.01,2.0,1.27
2011-11-21,0.02,1.95,1.27
2011-11-22,0.02,1.92,1.27
2011-11-23,0.02,1.87,1.27
2011-11-24,0.02,1.87,1.27
2011-11-25,0.02,1.95,1.27
2011-11-28,0.03,1.94,1.27
2011-11-29,0.02,1.98,1.27
2011-11-30,0.01,2.07,1.27
2011-12-01,0.01,2.1,1.32
2011-12-02,0.02,2.03,1.32
2011-12-05,0.01,2.03,1.32
2011-12-06,0.01,2.07,1.32
2011-12-07,0.02,2.0,1.32
2011-12-08,0.01,1.98,1.32
2011-12-09,0.01,2.06,1.32
2011-12-12,0.01,2.02,1.32
2011-12-13,0.01,1.95,1.32
2011-12-14,0.01,1.91,1.32
2011-12-15,0.0,1.92,1.32
2011-12-16,0.0,1.86,1.32
